DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
4634581;1;1;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1331,27474302865
4634581;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1331,27474302865
4634582;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1163,77621899198
4634582;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1163,77621899198
4634583;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1191,23906647983
4634583;1;2;1;50;05; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;06;1;05;1191,23906647983
4634583;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1191,23906647983
4634584;1;1;1;50;05; ; ;1;4; ;2;2;1; ; ; ; ; ; ; ; ; ;06;1;05;1578,18393909895
4634584;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1578,18393909895
4634584;2;1;2;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1578,18393909895
4634584;2;2;2;50;05;2; ;2;6;CAMINAR;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1578,18393909895
4634584;2;3;2;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1578,18393909895
4634584;2;4;2;50;05; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1578,18393909895
4634585;1;1;1;50;05; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1604,19439716364
4634585;1;2;1;50;05; ; ;2;4; ;2;2;2;2;1;9; ; ; ; ; ; ;06;1;05;1604,19439716364
4634586;1;1;1;50;05; ; ;1;6;SALIR A CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1114,93627374126
4634586;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1114,93627374126
4634586;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1114,93627374126
4634587;1;1;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1252,39389838789
4634587;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1252,39389838789
4634587;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1252,39389838789
4634588;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1150,97209799146
4634589;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1089,96835465666
4634589;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1089,96835465666
4634589;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1089,96835465666
4634589;1;4;1;50;05; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1089,96835465666
4634589;1;5;1;50;05;2; ;5;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1089,96835465666
4634590;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1083,64047286839
4634590;1;2;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1083,64047286839
4634591;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;950,78542874198
4634591;1;2;1;50;05; ; ;2;6;PASEAR;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;950,78542874198
4634591;1;3;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;950,78542874198
4634592;1;1;1;50;05; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1057,12912087059
4634592;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1057,12912087059
4634592;1;3;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1057,12912087059
4634593;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1084,89537435122
4634593;1;2;1;50;05; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;06;1;05;1084,89537435122
4634593;1;3;1;50;05; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1084,89537435122
4634594;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1253,43247737243
4634595;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1231,10784411506
4634596;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;910,916651106751
4634596;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;910,916651106751
4634596;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;910,916651106751
4634596;1;4;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;910,916651106751
4634596;1;5;1;50;05; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;910,916651106751
4634597;1;1;1;50;05;1; ;2;6;CAMINAR;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1182,26789886433
4634597;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1182,26789886433
4634598;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;959,756596357476
4634598;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;959,756596357476
4634598;1;3;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;959,756596357476
4634598;1;4;1;50;05; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;959,756596357476
4634599;1;1;1;50;05;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1186,10085224936
4634599;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1186,10085224936
4634600;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1143,2558318588
4634601;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1084,89537435122
4634601;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1084,89537435122
4634601;1;3;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1084,89537435122
4634602;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1103,38705422357
4634602;1;2;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1103,38705422357
4634602;1;3;1;50;05; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1103,38705422357
4634603;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1111,10332035623
4634603;1;2;1;50;05; ; ;2;6;CUIDAR MAMA ENFERMA;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1111,10332035623
4634603;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1111,10332035623
4634604;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1186,10085224936
4634604;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1186,10085224936
4634605;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1029,66627338275
4634605;1;2;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1029,66627338275
4634606;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1163,77621899198
4634606;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1163,77621899198
4634607;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1114,93627374126
4634607;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1114,93627374126
4634607;1;3;1;50;05;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1114,93627374126
4634608;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1080,99718704117
4634608;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1080,99718704117
4634608;1;3;1;50;05;1; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1080,99718704117
4634608;1;5;1;50;05;2; ;5;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1080,99718704117
4634610;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1231,10784411506
4634611;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1182,26789886433
4634611;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1182,26789886433
4634612;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1084,89537435122
4634612;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1084,89537435122
4634612;1;3;1;50;05;1; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1084,89537435122
4634613;1;1;1;50;05; ; ;1;6;DILIGENCIAS PERSONALES;2;2;2;2;1;13;ESTA RECIEN PENSIONADO; ; ; ; ; ;06;1;05;959,756596357476
4634613;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;959,756596357476
4634613;1;3;1;50;05; ; ;1;6;JUGAR FUTBOLL;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;959,756596357476
4634613;1;4;1;50;05; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;959,756596357476
4634614;1;1;1;50;05; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1096,44459386891
4634614;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1096,44459386891
4634614;1;3;1;50;05; ; ;3;3; ;2;2;2;2;1;11; ; ; ; ; ; ;06;1;05;1096,44459386891
4634615;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1107,22000760859
4634615;1;2;1;50;05; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1107,22000760859
4634615;1;3;1;50;05; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1107,22000760859
4634616;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1206,13596503491
4634616;1;2;1;50;05; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1206,13596503491
4634616;1;3;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1206,13596503491
4634617;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1029,66627338275
4634617;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1029,66627338275
4634618;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1172,74738660748
4634618;1;2;1;50;05;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1172,74738660748
4634618;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1172,74738660748
4634619;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1506,82187265052
4634619;1;2;1;50;05;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1506,82187265052
4634619;1;3;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1506,82187265052
4634620;1;1;1;50;05; ; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1038,63744099824
4634620;1;2;1;50;05; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;06;1;05;1038,63744099824
4634620;1;3;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1038,63744099824
4634621;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1331,27474302865
4634621;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1331,27474302865
4634622;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1514,53813878319
4634622;1;2;1;50;05; ; ;3;4; ;2;2;2;2;1;7; ;2; ;2; ; ;06;1;05;1514,53813878319
4634622;1;3;1;50;05;2; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1514,53813878319
4634623;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1186,10085224936
4634623;1;2;1;50;05; ; ;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1186,10085224936
4634624;1;1;1;50;05; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1186,10085224936
4634624;1;2;1;50;05; ; ;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1186,10085224936
4634625;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1231,10784411506
4634626;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1498,77326706532
4634626;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1498,77326706532
4634627;1;1;1;50;05; ; ;1;6;HACER GIMNACIA ESTAR EN LA IGLESIA Y PASEAR;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1083,64047286839
4634627;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1083,64047286839
4634628;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1150,97209799146
4634629;1;1;1;50;05;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1107,22000760859
4634629;1;2;1;50;05;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1107,22000760859
4634629;1;3;1;50;05;1; ;3;6;VAGAR;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1107,22000760859
4634630;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1150,97209799146
4634631;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1038,63744099824
4634631;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1038,63744099824
4634631;1;3;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1038,63744099824
4634632;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1118,76922712628
4634632;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1118,76922712628
4634632;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1118,76922712628
4634633;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1101,58280809938
4634633;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1101,58280809938
4634633;1;3;1;50;05;1; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1101,58280809938
4634633;1;4;1;50;05; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1101,58280809938
4634634;1;1;1;50;05; ; ;1;6;VER TV;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1182,26789886433
4634634;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1182,26789886433
4634635;1;1;1;50;05;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1506,82187265052
4634635;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1506,82187265052
4634635;1;4;1;50;05;1; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1506,82187265052
4634636;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1029,66627338275
4634636;1;2;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1029,66627338275
4634637;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1536,86277204056
4634637;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1536,86277204056
4634637;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1536,86277204056
4634638;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1154,80505137649
4634639;1;1;1;50;05; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1585,70271729129
4634639;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1585,70271729129
4634640;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1231,10784411506
4634641;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1075,92420673572
4634641;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1075,92420673572
4634642;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1231,10784411506
4634643;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1083,64047286839
4634643;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1083,64047286839
4634644;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1038,63744099824
4634644;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1038,63744099824
4634644;1;3;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1038,63744099824
4634645;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1151,3702888446
4634645;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1151,3702888446
4634645;1;3;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1151,3702888446
4634645;1;4;1;50;05; ; ;4;6;VIENDO TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1151,3702888446
4634645;1;5;1;50;05; ; ;5;6;SENTADA EN UNA SILLA;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1151,3702888446
4634646;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1038,63744099824
4634646;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1038,63744099824
4634646;1;3;1;50;05; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1038,63744099824
4634647;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1253,43247737243
4634648;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1154,80505137649
4634649;1;1;1;50;05;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;05;1150,97209799146
4634650;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1163,77621899198
4634650;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1163,77621899198
4634651;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1231,10784411506
4634652;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1318,47062202813
4634653;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1231,10784411506
4634654;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1163,77621899198
4634654;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1163,77621899198
4634655;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1150,97209799146
4634660;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1163,77621899198
4634660;1;2;1;50;05; ; ;2;6;DESCANSANDO VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;06;1;05;1163,77621899198
4634661;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1159,94326560696
4634661;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1159,94326560696
4634663;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1182,26789886433
4634663;1;2;1;50;05; ; ;2;6;VER TV;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1182,26789886433
4634664;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1585,70271729129
4634664;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1585,70271729129
4634665;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1231,10784411506
4634666;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1159,94326560696
4634666;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1159,94326560696
4634667;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1150,97209799146
4634668;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1231,10784411506
4634669;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1029,66627338275
4634669;1;2;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1029,66627338275
4634670;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1066,10028848608
4634670;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1066,10028848608
4634670;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1066,10028848608
4634670;1;4;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1066,10028848608
4634672;1;1;1;50;05; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1163,77621899198
4634672;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1163,77621899198
4634673;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1154,80505137649
4634675;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1231,10784411506
4634676;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1585,70271729129
4634676;1;2;1;50;05; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;06;1;05;1585,70271729129
4634678;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1150,97209799146
4634679;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1440,04355216436
4634679;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1440,04355216436
4634680;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1253,43247737243
4634681;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1231,10784411506
4634682;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1231,10784411506
4634683;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1096,44459386891
4634683;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1096,44459386891
4634683;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1096,44459386891
4634684;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1025,83331999772
4634684;1;2;1;50;05; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;06;1;05;1025,83331999772
4634685;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;1231,10784411506
4634686;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;2007,62921559059
4634686;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;05;2007,62921559059
4634687;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;08;555,496750433954
4634687;1;2;1;50;08; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;08;555,496750433954
4634687;1;3;1;50;08; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;06;1;08;555,496750433954
4634687;1;4;1;50;08; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;08;555,496750433954
4634688;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;08;654,339524428728
4634688;1;2;1;50;08; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;08;654,339524428728
